Valores do fornecedor: 1
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,47060.9,83757.5,112918.5,201356.8,222295.8,238513.1,292931.1,308432.9,329522.9,343686.1,350183.6,428900.2,430903.7,432250.2,465359.5,475372.4,487711.7,520331.3,556977.0,568971.1,577745.3,627281.0,637003.4,676283.9,680734.2,690695.5,694133.5,712699.3,747756.7,768708.3,820776.3,827326.8,831376.1,854604.7,882064.9,882738.8,917563.9,935048.5,997939.9,1002497.6,1022180.5,1054785.5,1097247.3,1119948.6,1158093.2,1219655.7,1230979.0,1250857.5,1291931.8,1292033.5,1296995.6,1341634.0,1347618.9,1390490.6,1403436.6,1412931.7,1448109.9,1459122.6,1477401.8,1506335.0,1506952.5,1525470.5,1554511.9,1601566.3,1634034.6,1648731.2,1650781.8,1653307.5,1676281.0,1682661.6,1720481.3,1761852.9,1780726.0,1781712.7,1799196.3,1801446.4,1838584.6,1850614.4,1883930.9,1890764.8,1927183.5,1951790.4,2008695.0,2016075.2,2048332.7,2050894.2,2108747.4,2121467.2,2162005.5,2166953.1,2175426.4,2203079.9,2230488.4,2249262.6,2285239.6,2290464.8,2346250.8,2353127.6,2389865.1,2418572.0,2435978.5,2446672.5,2486434.5,2521093.5,2539661.6,2545063.4,2576195.9,2643313.9,2654119.9,2663104.9,2663665.1,2690542.7,2699452.1,2729928.6,2768373.3,2780453.8,2792252.6,2830835.6,2848386.7,2857873.0
inf,inf,71409.4,109984.4,197524.8,204019.4,227758.5,271466.6,305111.1,316407.1,326121.6,328380.7,401097.3,408543.9,412630.3,442060.8,469458.6,479282.6,513377.1,549059.2,554109.6,566624.0,594063.8,601900.4,644725.3,679378.5,682231.2,682501.5,707329.0,736779.4,741988.3,816861.7,817751.3,823943.9,852687.1,859108.9,864137.7,913808.1,927384.3,970358.7,999828.7,1011198.9,1045389.5,1086297.1,1115842.9,1140806.5,1180981.6,1208479.0,1248365.7,1266513.9,1280275.7,1292027.0,1329962.4,1337217.4,1382674.3,1384106.5,1390720.5,1418097.0,1444882.0,1463940.0,1489796.3,1492753.7,1515431.4,1538805.8,1558659.8,1610369.2,1615975.4,1620965.5,1627103.7,1673559.0,1676652.2,1681222.3,1761154.7,1775565.6,1778539.8,1781097.1,1794317.0,1802277.3,1816344.8,1843333.5,1853281.4,1893758.1,1923436.5,1981774.4,1989157.3,2011969.0,2049078.6,2089601.4,2108042.7,2149816.2,2163519.7,2163770.8,2194207.4,2223516.5,2247363.3,2278985.6,2285304.5,2328900.7,2335345.5,2370396.2,2413189.1,2417914.7,2444480.5,2483656.1,2520849.9,2526928.3,2530235.7,2563923.3,2628996.8,2629560.7,2634063.1,2639323.6,2646721.2,2669564.6,2704581.5,2741811.5,2760385.9,2774474.6,2811641.5,2843590.4,2853708.3
inf,inf,inf,91244.4,175676.8,203533.3,209377.0,231361.1,280313.2,286656.1,304682.5,307824.4,382967.2,385738.6,387399.1,425768.6,446570.2,455413.3,482138.9,489180.5,490384.2,502308.1,546946.0,563835.5,598118.9,621009.9,633694.5,649693.2,692461.1,708898.3,711610.4,795646.1,804753.7,811297.8,847480.6,857636.6,863058.8,873783.3,901045.4,945296.7,959077.7,977071.8,990090.1,1021854.7,1048385.3,1131980.2,1136096.3,1155868.2,1177683.7,1216516.4,1231120.0,1235394.1,1276541.9,1315958.5,1317089.1,1335586.6,1340209.0,1369439.1,1415764.4,1422093.9,1438054.8,1443048.5,1455498.0,1514177.5,1533937.0,1553753.1,1566689.9,1570029.4,1599914.1,1639596.4,1640696.1,1653101.7,1727263.8,1739702.1,1752495.8,1753959.5,1762945.0,1777013.2,1802576.8,1843185.6,1851566.4,1888406.1,1899587.2,1927326.3,1951211.8,2001078.7,2012109.2,2058283.1,2090413.7,2134710.9,2144084.0,2150654.6,2181046.5,2193657.8,2227502.8,2239476.9,2267209.3,2280660.0,2319816.3,2343459.4,2359323.1,2372789.4,2395769.9,2413018.9,2458494.8,2479069.2,2499396.6,2556590.2,2576906.5,2577025.2,2581199.5,2584561.5,2643897.9,2650002.9,2696115.8,2710186.7,2752350.3,2754792.8,2810394.0,2811413.6,2834455.0
inf,inf,inf,inf,90051.4,116742.5,133433.3,199130.5,208603.3,230844.7,236703.6,238933.5,316760.5,318462.8,343029.2,353892.1,362723.5,408905.3,433977.1,456548.1,466584.4,479721.0,535454.8,560455.2,592367.9,620460.4,633154.7,634219.1,647405.5,650797.1,675446.0,712490.1,716902.1,722215.1,760491.1,786048.8,800145.1,806087.2,840492.1,889866.1,906182.3,916164.6,944044.4,987328.2,1015967.3,1094014.9,1120544.0,1129520.9,1150346.4,1198907.7,1218092.8,1218685.3,1238322.4,1286011.0,1309007.9,1325026.2,1338403.5,1342748.3,1360729.4,1407887.9,1432558.4,1439285.3,1449867.2,1508885.5,1514044.7,1547821.3,1555071.0,1562582.7,1572674.4,1582124.6,1585071.2,1639305.9,1662718.2,1718614.9,1720085.0,1724496.6,1735912.9,1736847.3,1800268.7,1840571.2,1851027.3,1867913.0,1873321.1,1926496.0,1950257.6,1957002.0,2009181.0,2056097.4,2067077.0,2070399.3,2082902.9,2114300.8,2133044.2,2165101.7,2213388.5,2213485.8,2213668.0,2259382.4,2291418.0,2320446.5,2357375.0,2372765.7,2374681.9,2403653.1,2413379.6,2436884.7,2442296.5,2515684.7,2543691.8,2557420.2,2573472.4,2575941.1,2614723.2,2647442.5,2672196.2,2680409.2,2712151.0,2721758.9,2733850.3,2751322.8,2794628.1
inf,inf,inf,inf,inf,28102.6,48210.7,113789.0,148501.6,161097.0,171486.6,179241.1,232812.1,237229.7,255843.8,302309.9,314308.6,335676.3,386971.7,406683.3,417955.2,423282.7,492748.5,499116.4,507979.5,536058.0,547039.7,565872.8,584576.9,638094.6,642095.6,687845.6,705612.4,718850.4,755655.8,755706.7,763121.0,790749.0,796159.3,830308.3,830777.3,902749.4,940151.1,942221.2,968057.9,1041028.5,1074981.0,1124310.8,1128119.7,1188251.3,1194077.8,1199968.8,1237458.3,1273903.6,1305355.7,1305520.2,1313886.1,1327033.9,1358188.1,1406301.0,1409523.9,1413995.1,1431955.4,1497286.1,1505630.5,1514539.5,1525125.3,1554882.9,1561942.0,1579141.2,1581326.7,1589183.5,1656161.6,1661554.6,1669933.4,1705335.0,1711241.6,1729789.7,1799248.4,1816482.7,1830920.8,1841929.0,1861954.8,1891225.6,1916762.1,1933831.6,1989837.4,2002542.8,2046268.3,2060348.7,2060616.9,2091584.5,2104410.6,2119616.7,2151815.0,2169110.6,2179978.5,2205779.3,2257238.4,2291159.8,2302307.3,2302703.5,2373971.5,2391942.4,2392500.6,2395336.3,2439948.2,2505476.4,2506934.1,2512482.5,2512676.6,2513821.3,2558420.3,2591966.8,2645741.0,2647558.0,2672547.9,2699108.7,2726625.4,2743716.1,2767841.8
inf,inf,inf,inf,inf,inf,36930.1,104624.2,121015.5,136782.4,156181.0,162205.0,232313.1,233624.0,240953.7,280560.0,298892.3,334739.9,383220.4,399100.6,399257.3,415552.7,468679.4,487606.2,490846.1,525732.5,533636.8,563554.4,566379.7,635962.1,637986.2,666833.9,695394.9,709871.3,741298.2,752294.2,758014.0,771576.4,773603.5,809966.0,816647.7,895201.1,918513.1,939066.5,949165.0,1030257.3,1062223.6,1115241.4,1125658.6,1177856.4,1192222.6,1192693.3,1232367.3,1260101.1,1279978.5,1298528.4,1304668.6,1325392.1,1352001.7,1396070.1,1404458.8,1407439.0,1428059.5,1471655.3,1494990.1,1498448.2,1522714.4,1536748.7,1542482.5,1576416.1,1577085.7,1588982.1,1640604.3,1654189.5,1662885.4,1695870.2,1702569.9,1710551.0,1793338.4,1808127.5,1816567.0,1836143.9,1860410.0,1863139.0,1901903.3,1912324.9,1978442.5,1987824.6,2035352.6,2048295.7,2055092.2,2065023.3,2104173.9,2106348.6,2133488.7,2142920.1,2160244.0,2193161.1,2247239.0,2273249.5,2281524.3,2283978.1,2358610.1,2371469.1,2380439.6,2387866.6,2429884.2,2479861.2,2481772.3,2491884.4,2510371.2,2512481.9,2551054.1,2584876.9,2628221.3,2641769.9,2649828.6,2677867.8,2709848.5,2732927.0,2757776.6
inf,inf,inf,inf,inf,inf,inf,68324.5,112565.3,131881.9,136520.6,141147.9,201657.4,208148.5,212899.6,255882.1,267576.6,324426.7,365297.1,395931.0,396263.4,407706.3,463281.5,486271.5,490129.7,502554.2,510077.4,560047.0,560530.1,599836.5,601921.8,662605.8,664350.8,677680.0,712349.1,717475.2,721699.4,766507.8,768243.0,790666.0,796323.5,887884.5,902991.8,916843.1,928970.9,1029583.9,1031550.1,1092501.8,1110487.8,1166389.4,1185233.2,1189497.7,1197383.0,1232584.3,1268259.3,1270896.6,1271292.5,1292444.9,1346083.3,1369501.4,1373095.6,1373885.8,1400719.8,1463606.5,1476482.4,1485122.9,1489921.5,1518297.2,1524235.8,1547345.4,1554469.9,1587033.1,1621400.1,1622284.4,1633824.7,1662457.7,1672063.1,1683813.6,1762353.3,1787296.2,1801051.9,1823366.2,1851025.5,1860402.5,1881340.0,1902572.4,1945042.2,1978588.7,1999153.2,2019858.0,2025730.6,2060488.2,2080722.7,2092074.0,2110876.6,2135949.5,2142866.9,2181417.1,2235102.7,2252937.4,2260390.2,2267950.4,2340811.8,2371199.9,2371550.3,2386969.5,2426289.4,2474461.4,2475832.7,2487883.9,2507984.9,2508765.3,2528225.1,2565835.8,2605149.7,2637244.1,2649283.3,2676203.2,2681697.1,2715369.6,2741569.8
inf,inf,inf,inf,inf,inf,inf,inf,68001.1,77398.9,92077.8,93969.5,153363.9,158157.4,163706.6,211079.1,216451.8,297480.3,336064.3,340712.1,342279.4,347193.5,405134.3,431852.5,435976.4,467917.0,479715.1,493405.9,514641.2,557212.3,585335.7,623690.2,631782.0,643857.4,675726.9,685740.6,694560.9,711486.8,726406.3,779798.8,781893.4,832339.7,836358.1,868217.2,891895.6,998925.2,1026322.3,1031178.0,1087451.9,1120882.5,1156210.7,1159825.3,1192330.3,1194120.0,1225477.1,1232658.5,1250761.4,1279678.1,1293136.8,1339566.8,1344874.7,1359783.5,1363898.6,1410738.0,1445201.1,1450143.1,1468842.6,1482491.5,1502244.0,1528740.5,1536651.5,1571979.4,1605236.6,1619146.7,1632357.2,1649632.8,1660023.1,1668386.5,1700904.9,1768941.7,1771856.5,1815354.0,1818343.3,1819365.9,1834861.9,1879287.4,1888380.9,1911232.1,1974191.1,2006782.8,2015268.9,2034789.6,2051798.3,2079126.5,2088031.3,2108721.4,2129318.7,2157906.5,2210422.6,2233471.9,2238842.4,2253958.7,2326901.2,2334845.3,2348278.4,2373258.3,2394441.5,2415120.3,2458984.0,2472490.3,2481095.9,2487716.4,2518961.0,2524183.2,2537381.0,2578303.0,2599362.3,2620034.5,2665421.0,2685125.2,2686199.8
inf,inf,inf,inf,inf,inf,inf,inf,inf,45412.8,68065.7,69897.4,134805.9,142089.2,149544.4,182632.6,184821.5,268474.1,318063.0,328157.1,332196.4,334884.5,364188.4,378310.8,404774.5,450242.7,450671.5,461362.2,474688.3,524072.2,549250.2,578356.9,610422.8,641868.3,665305.7,683520.9,693872.0,695593.4,702355.6,724236.7,781097.0,785591.2,826711.1,866170.9,889409.6,975548.0,999545.3,1026252.1,1086558.6,1096758.9,1104527.3,1122352.3,1165813.7,1182431.0,1225213.6,1232023.5,1236738.9,1278285.7,1286947.9,1303837.0,1322064.4,1336018.8,1336438.7,1376943.0,1410190.5,1423585.6,1434545.8,1442408.9,1481227.8,1509601.2,1511970.5,1563359.7,1593962.9,1616024.2,1629539.2,1634430.5,1646055.9,1654755.3,1679268.8,1714398.9,1726311.2,1778682.0,1794084.9,1813830.5,1821564.2,1845703.1,1869007.8,1890257.0,1967289.9,1982517.0,1992471.5,2012121.0,2015020.1,2041183.4,2062491.5,2089478.5,2120640.5,2121973.7,2175644.1,2204104.5,2219944.6,2223013.7,2297616.7,2317748.2,2342072.8,2364482.7,2368440.9,2409362.0,2454315.3,2461130.9,2461542.9,2466128.1,2502612.6,2512500.8,2530956.2,2571523.1,2575490.2,2596542.8,2656141.1,2666795.5,2674522.5
